id,province,city,name,industry_type,sub_category,product_name,baike_urls
1,北京市,门头沟区,门头沟区军庄镇孟悟村,果,梨,孟悟京白梨,https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%AD%9F%E6%82%9F%E6%9D%91%E4%BA%AC%E7%99%BD%E6%A2%A8%E7%A7%8D%E6%A4%8D%E5%90%88%E4%BD%9C%E7%A4%BE/7810808，https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E5%AD%9F%E6%82%9F%E6%9D%91%E4%BA%AC%E7%99%BD%E6%A2%A8%E8%82%A1%E4%BB%BD%E7%BB%8F%E6%B5%8E%E5%90%88%E4%BD%9C%E7%A4%BE/5850126?anchor=1#1
2,北京市,门头沟区,门头沟区妙峰山镇涧沟村,花,玫瑰,妙峰玫瑰,https://baike.baidu.com/item/%E5%A6%99%E5%B3%B0%E5%B1%B1%E7%8E%AB%E7%91%B0/23609932，https://baike.baidu.com/item/%E7%8E%AB%E7%91%B0%E8%B0%B7/5327713
3,北京市,门头沟区,门头沟区王平镇西马各庄村,果,樱桃,西马樱桃,https://baike.baidu.com/item/%E8%A5%BF%E9%A9%AC%E5%90%84%E5%BA%84%E6%9D%91/9688344
4,北京市,门头沟区,门头沟区雁翅镇泗家水村,蔬,香椿,泗家水香椿,https://baike.baidu.com/item/%E6%B3%97%E5%AE%B6%E6%B0%B4%E6%9D%91/9995921，https://baike.baidu.com/item/%E6%B3%97%E5%AE%B6%E6%B0%B4%E7%BA%A2%E5%A4%B4%E9%A6%99%E6%A4%BF/23116229，
5,北京市,门头沟区,门头沟区雁翅镇太子墓村,果,苹果,红富士苹果,https://baike.baidu.com/item/%E5%A4%AA%E5%AD%90%E5%A2%93%E6%9D%91/9637032
6,北京市,房山区,房山区大石窝镇南河村,蔬,蔬菜,南河蔬菜,https://baike.baidu.com/item/%E5%8D%97%E6%B2%B3%E6%9D%91/3740686
7,北京市,房山区,房山区窦店镇窦店村,畜,肉牛,窦店肉牛,https://baike.baidu.com/item/%E7%AA%A6%E5%BA%97%E6%9D%91/6483193|https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E7%AA%A6%E5%BA%97%E7%9B%8A%E7%94%9F%E6%B8%85%E7%9C%9F%E8%82%89%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/51455405
8,北京市,房山区,房山区窦店镇河口村,蔬,辣椒,翠林花海辣椒,https://baike.baidu.com/item/%E6%B2%B3%E5%8F%A3%E6%9D%91/627503
9,北京市,房山区,房山区窦店镇芦村,蔬,蔬菜,燕都泰华蔬菜,https://baike.baidu.com/item/%E8%8A%A6%E6%9D%91/7588816
10,北京市,房山区,房山区长沟镇北甘池村,果,核桃,胜龙泉薄皮核桃,https://baike.baidu.com/item/%E7%94%98%E6%B1%A0%E6%9D%91/15881759，https://baike.baidu.com/item/%E5%8C%97%E7%94%98%E6%B1%A0%E6%9D%91/12717228?fr=aladdin
11,北京市,房山区,房山区长阳镇夏场村,果,葡萄,夏家场葡萄,https://baike.baidu.com/item/%E5%A4%8F%E5%9C%BA%E6%9D%91/4657099https://baijiahao.baidu.com/s?id=1842822215255713013&wfr=spider&for=pc
12,北京市,房山区,房山区张坊镇,果,柿子,磨盘柿,https://baike.baidu.com/item/%E5%BC%A0%E5%9D%8A%E9%95%87/9247|https://baike.baidu.com/item/%E6%88%BF%E5%B1%B1%E7%A3%A8%E7%9B%98%E6%9F%BF/10028240
13,北京市,通州区,通州区漷县镇柏庄村,蔬,蔬菜,四时鲜生菜,https://baike.baidu.com/item/%E6%9F%8F%E5%BA%84%E6%9D%91/56529735
14,北京市,通州区,通州区永乐店镇孔庄村,蔬,食用菌,永恒瑞泉食用菌,https://baike.baidu.com/item/%E5%AD%94%E5%BA%84%E6%9D%91/56537411
15,北京市,顺义区,顺义区北务镇仓上村,蔬,辣椒,绿中名辣椒,https://baike.baidu.com/item/%E4%BB%93%E4%B8%8A%E6%9D%91/56655119
16,北京市,顺义区,顺义区北务镇小珠宝村,果,西瓜,小珠宝西瓜,
17,北京市,顺义区,顺义区李遂镇后营村,蔬,蔬菜,绿之源蔬菜,
18,北京市,顺义区,顺义区龙湾屯镇柳庄户村,果,葡萄,翠柳葡萄,
19,北京市,顺义区,顺义区南彩镇河北村,果,樱桃,樱桃,
20,北京市,顺义区,顺义区赵全营镇北郎中村,花,花卉,花卉,
21,北京市,昌平区,昌平区崔村镇真顺村,果,苹果,真顺苹果,
22,北京市,昌平区,昌平区兴寿镇香屯村,果,草莓,翼寿草莓,
23,北京市,昌平区,昌平区阳坊镇后白虎涧村,果,梨,白虎涧京白梨,
24,北京市,大兴区,大兴区礼贤镇东段家务村,蔬,番茄,礼贤益农番茄,
25,北京市,大兴区,大兴区庞各庄镇梨花村,果,梨,梨,
26,北京市,大兴区,大兴区青云店镇孝义营村,其他,面食,孝心馒头,https://baike.baidu.com/item/%E5%AD%9D%E4%B9%89%E8%90%A5%E6%9D%91/9132725
27,北京市,大兴区,大兴区魏善庄镇李家场村,蔬,香菇,李家场香菇,https://baike.baidu.com/item/%E6%9D%8E%E5%AE%B6%E5%9C%BA%E6%9D%91/19619472
28,北京市,大兴区,大兴区长子营镇东北台村,蔬,油菜,凤河源油菜,https://baike.baidu.com/item/%E4%B8%9C%E5%8C%97%E5%8F%B0%E6%9D%91/7835636
29,北京市,大兴区,大兴区长子营镇河津营村,蔬,生菜,凤河源生菜,
30,北京市,大兴区,大兴区长子营镇小黑垡村,畜,肉鸽,九五肉鸽,https://baike.baidu.com/item/%E5%B0%8F%E9%BB%91%E5%9E%A1%E6%9D%91/24327230
31,北京市,大兴区,大兴区庞各庄镇,果,西瓜,京庞西瓜,https://baike.baidu.com/item/%E5%A4%A7%E5%85%B4%E8%A5%BF%E7%93%9C/1788901https://baike.baidu.com/item/%E5%BA%9E%E5%90%84%E5%BA%84%E9%95%87/9653009
32,北京市,怀柔区,怀柔区渤海镇六渡河村,果,板栗,板栗,https://baike.baidu.com/item/%E5%85%AD%E6%B8%A1%E6%B2%B3%E6%9D%91/8072680
33,北京市,怀柔区,怀柔区怀柔镇芦庄村,其他,工艺品,芦庄葫芦,https://baike.baidu.com/item/%E8%8A%A6%E5%BA%84%E6%9D%91/7087668
34,北京市,怀柔区,怀柔区庙城镇王史山村,蔬,食用菌,中菌食用菌,https://baike.baidu.com/item/%E7%8E%8B%E5%8F%B2%E5%B1%B1%E6%9D%91/7968860#12https://baike.baidu.com/item/%E5%8C%97%E4%BA%AC%E4%B8%AD%E8%8F%8C%E8%8F%8C%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/54369011
35,北京市,怀柔区,怀柔区杨宋镇梭草村,渔,鲟鱼,梭草鲟鱼,
36,北京市,平谷区,平谷区大兴庄镇西柏店村,花,菊花,柏店二仙食用菊花,
37,北京市,平谷区,平谷区马昌营镇王各庄村,蔬,蔬菜,诺亚有机蔬菜,
38,北京市,平谷区,平谷区南独乐河镇北寨村,果,杏,北寨红杏,
39,北京市,平谷区,平谷区夏各庄镇杨各庄村,蔬,西红柿,元昇西红柿,
40,北京市,平谷区,平谷区峪口镇西凡各庄村,畜,蛋鸡,正大蛋鸡,
41,北京市,平谷区,平谷区镇罗营镇,果,蜜梨,乐逍遥蜜梨,
42,北京市,平谷区,平谷区刘家店镇,果,桃,大桃,
43,北京市,密云区,密云区河南寨镇套里村,蔬,番茄,村里头番茄,
44,北京市,密云区,密云区穆家峪镇庄头峪村,果,梨,红香酥梨,
45,北京市,密云区,密云区太师屯镇太师庄村,蔬,蔬菜,太师庄设施蔬菜,
46,北京市,密云区,密云区溪翁庄镇金叵罗村,粮,小米,金叵罗小米,
47,北京市,密云区,密云区新城子镇蔡家甸村,果,苹果,云岫苹果,
48,北京市,延庆区,延庆区沈家营镇河东村,果,葡萄,葡语农庄葡萄,
49,北京市,延庆区,延庆区香营乡新庄堡村,果,杏,鲜食杏,
50,北京市,延庆区,延庆区八达岭镇里炮村,果,苹果,苹果,
51,北京市,延庆区,延庆区旧县镇大柏老村,畜,牛乳,生鲜牛乳,
52,北京市,延庆区,延庆区康庄镇小丰营村,蔬,蔬菜,北菜园蔬菜,
53,北京市,延庆区,延庆区延庆镇唐家堡村,果,葡萄,金粟丰润葡萄,
54,北京市,延庆区,延庆区张山营镇前黑龙庙村,果,葡萄,前龙葡萄,
55,天津市,西青区,西青区辛口镇毕家村,蔬,冬瓜,沁美冬瓜,https://baike.baidu.com/item/%E6%AF%95%E5%AE%B6%E6%9D%91/9804564
56,天津市,西青区,西青区辛口镇小沙窝村,蔬,萝卜,萝卜,https://baike.baidu.com/item/%E6%AF%95%E5%AE%B6%E6%9D%91/9804564
57,天津市,北辰区,北辰区双口镇岔房子村,药,山药,岔房子山药,https://baike.baidu.com/item/%E6%AF%95%E5%AE%B6%E6%9D%91/9804564https://zhidao.baidu.com/question/1443013661810124539.html
58,天津市,北辰区,北辰区双口镇徐堡村,果,大枣,大枣,https://baike.baidu.com/item/%E5%BE%90%E5%A0%A1%E6%9D%91/24275475https://baike.baidu.com/item/%E5%BE%90%E5%A0%A1%E6%9D%91/24275475|https://baike.baidu.com/item/%E5%BE%90%E5%A0%A1%E6%9D%91/24275475
59,天津市,武清区,武清区白古屯镇东马房村,其他,豆制品,雍阳豆腐丝,https://baike.baidu.com/item/%E4%B8%9C%E9%A9%AC%E6%88%BF/65734286|https://baike.baidu.com/item/%E5%9F%8E%E5%85%B3%E8%B1%86%E8%85%90%E4%B8%9D/16024923|https://baike.baidu.com/item/%E4%B8%9C%E9%A9%AC%E6%88%BF/65734286
60,天津市,武清区,武清区汊沽港镇胡柳子村,果,葡萄,胡柳子葡萄,https://baike.baidu.com/item/%E5%9C%B0%E7%90%86%E6%A0%87%E5%BF%97%E4%BA%A7%E5%93%81%E8%83%A1%E6%9F%B3%E5%AD%90%E8%91%A1%E8%90%84/55653779|https://baike.baidu.com/item/%E5%9C%B0%E7%90%86%E6%A0%87%E5%BF%97%E4%BA%A7%E5%93%81%E8%83%A1%E6%9F%B3%E5%AD%90%E8%91%A1%E8%90%84/55653779
61,天津市,武清区,武清区汊沽港镇西肖庄村,粮,紫薯,西肖庄紫薯,https://baike.baidu.com/item/%E8%A5%BF%E8%82%96%E5%BA%84%E6%9D%91/24479209|https://baike.baidu.com/item/%E8%A5%BF%E8%82%96%E5%BA%84%E6%9D%91/24479209
62,天津市,武清区,武清区大良镇田水铺村,蔬,萝卜,小兔拔拔青萝卜,https://baike.baidu.com/item/%E7%94%B0%E6%B0%B4%E9%93%BA%E6%9D%91/132024|https://baike.baidu.com/item/%E5%B0%8F%E5%85%94%E6%8B%94%E6%8B%94?fromModule=lemma_search-box
63,天津市,武清区,武清区梅厂镇灰锅口村,果,葡萄,曙春葡萄,https://baike.baidu.com/item/%E7%81%B0%E9%94%85%E5%8F%A3%E6%9D%91/24313872
64,天津市,武清区,武清区大良镇后赶庄村,蔬,西红柿,西红柿,https://baike.baidu.com/item/%E5%90%8E%E8%B5%B6%E5%BA%84%E6%9D%91/24310905
65,天津市,宝坻区,宝坻区八门城镇欢喜庄村,粮,稻米,八门城稻米,https://baike.baidu.com/item/%E6%AC%A2%E5%96%9C%E5%BA%84%E6%9D%91/24329455
66,天津市,宝坻区,宝坻区大钟庄镇大米庄村,药,大蒜,一兰梓大蒜,https://baike.baidu.com/item/%E5%A4%A7%E7%B1%B3%E5%BA%84%E6%9D%91/24326199|https://baike.baidu.com/item/%E5%A4%A9%E6%B4%A5%E5%B8%82%E7%99%BE%E5%A7%93%E4%B8%80%E5%85%B0%E6%A2%93%E5%86%9C%E4%BD%9C%E7%89%A9%E7%A7%8D%E6%A4%8D%E4%B8%93%E4%B8%9A%E5%90%88%E4%BD%9C%E7%A4%BE/5860753|https://baike.baidu.com/item/%E5%A4%A7%E7%B1%B3%E5%BA%84%E6%9D%91/24326199
67,天津市,宝坻区,宝坻区大钟庄镇牛庄子村,其他,葫芦,葫芦,https://baike.baidu.com/item/%E5%A4%A7%E7%B1%B3%E5%BA%84%E6%9D%91/24326199
68,天津市,宝坻区,宝坻区方家庄镇北马营村,蔬,西红柿,绿野西红柿,https://baike.baidu.com/item/%E5%8C%97%E9%A9%AC%E8%90%A5%E6%9D%91/24326183
69,天津市,滨海新区,滨海新区太平镇崔庄村,果,冬枣,冬枣,https://baike.baidu.com/item/%E5%B4%94%E5%BA%84%E5%86%AC%E6%9E%A3/15613109|https://baike.baidu.com/item/%E5%B4%94%E5%BA%84/3948526
70,天津市,滨海新区,滨海新区杨家泊镇付庄村,渔,对虾,杨家泊对虾,https://baike.baidu.com/item/%E4%BB%98%E5%BA%84%E6%9D%91/59844871|https://baike.baidu.com/item/%E6%9D%A8%E5%AE%B6%E6%B3%8A%E5%AF%B9%E8%99%BE/10691686
71,天津市,宁河区,宁河区东棘坨镇艾林村,蔬,辣椒,辣椒,https://baike.baidu.com/item/%E8%89%BE%E6%9E%97%E6%9D%91/23727018
72,天津市,宁河区,宁河区廉庄子乡杨拨村,蔬,西红柿,骄杨西红柿,
73,天津市,宁河区,宁河区板桥镇赵学村,蔬,西红柿,赵学西红柿,https://baike.baidu.com/item/%E8%B5%B5%E5%AD%A6%E6%9D%91/24326200
74,天津市,宁河区,宁河区廉庄镇岳道口村,蔬,双孢菇,双孢菇,https://baike.baidu.com/item/%E8%B5%B5%E5%AD%A6%E6%9D%91/24326200
75,天津市,宁河区,宁河区潘庄镇齐心庄村,蔬,香菇,香菇,https://baike.baidu.com/item/%E9%BD%90%E5%BF%83%E5%BA%84%E6%9D%91/24329464
76,天津市,宁河区,宁河区岳龙镇小闫庄村,蔬,西红柿,龙闫西红柿,https://baike.baidu.com/item/%E5%B0%8F%E9%98%8E%E5%BA%84%E6%9D%91/62493194
77,天津市,静海区,静海区陈官屯镇西钓台村,蔬,蔬菜,绿冬蔬菜,https://baike.baidu.com/item/%E8%A5%BF%E9%92%93%E5%8F%B0%E6%9D%91/8869731
78,天津市,静海区,静海区台头镇义和村,果,西瓜,台头西瓜,https://baike.baidu.com/item/%E5%8F%B0%E5%A4%B4%E8%A5%BF%E7%93%9C/2641669|https://baike.baidu.com/item/%E4%B9%89%E5%92%8C%E6%9D%91/59844843
79,天津市,蓟州区,蓟州区出头岭镇中峪村,蔬,香菇,香菇,https://baike.baidu.com/item/%E4%B8%AD%E5%B3%AA%E6%9D%91/59848703
80,天津市,蓟州区,蓟州区官庄镇梁后庄村,果,红果,红果,https://baike.baidu.com/item/%E6%A2%81%E5%90%8E%E5%BA%84%E6%9D%91/24310906|https://baike.baidu.com/item/%E8%93%9F%E5%8E%BF%E7%BA%A2%E6%9E%9C/3306166
81,河北省,石家庄市,矿区贾庄镇天户峪村,果,苹果,昊源苹果,https://baike.baidu.com/item/%E5%A4%A9%E6%88%B7%E5%B3%AA%E6%9D%91/24326205
82,河北省,石家庄市,鹿泉区李村镇邓庄村,畜,中华鳖,康态中华鳖,https://baike.baidu.com/item/%E9%82%93%E5%BA%84%E6%9D%91/59872810
83,河北省,石家庄市,辛集市旧城镇杏园村,畜,鸭梨,杏园鸭梨,https://www.baidu.com/s?wd=%E8%BE%9B%E9%9B%86%E5%B8%82%E6%97%A7%E5%9F%8E%E9%95%87%E6%9D%8F%E5%9B%AD%E6%9D%91%20%E7%99%BE%E5%BA%A6%E7%99%BE%E7%A7%91|https://baike.baidu.com/item/%E6%9D%8F%E5%9B%AD%E6%9D%91/59848805
84,河北省,石家庄市,晋州市马于镇北辛庄村,果,鸭梨,鸭梨,https://baike.baidu.com/item/%E5%8C%97%E8%BE%9B%E5%BA%84%E6%9D%91/55577771
85,河北省,石家庄市,深泽县白庄乡孤庄村,药,半夏,半夏,https://baike.baidu.com/item/%E7%99%BD%E5%BA%84%E4%B9%A1/6517330#5-2
86,河北省,石家庄市,深泽县铁杆镇杜社村,果,葡萄,杜社紫玉葡萄,https://baike.baidu.com/item/%E7%99%BD%E5%BA%84%E4%B9%A1/6517330#5-2
87,河北省,石家庄市,平山县孟家庄镇元坊村,果,苹果,元坊牌苹果,https://baike.baidu.com/item/%E5%85%83%E5%9D%8A%E6%9D%91/13469
88,河北省,石家庄市,元氏县北正乡时家庄村,果,石榴,满山红石榴,https://baike.baidu.com/item/%E6%97%B6%E5%AE%B6%E5%BA%84%E6%9D%91/2032038
89,河北省,唐山市,曹妃甸区第七农场,渔,蟹,曹妃甸湿地蟹,https://baike.baidu.com/item/%E6%9B%B9%E5%A6%83%E7%94%B8%E5%8C%BA%E7%AC%AC%E4%B8%83%E5%86%9C%E5%9C%BA/8067528
90,河北省,唐山市,遵化市平安城镇,蔬,香菇,宝伞香菇,https://baike.baidu.com/item/%E5%B9%B3%E5%AE%89%E5%9F%8E%E9%95%87/8052083
91,河北省,唐山市,滦南县姚王庄镇,蔬,甘蓝,青河沿甘蓝,https://baike.baidu.com/item/%E5%A7%9A%E7%8E%8B%E5%BA%84%E9%95%87/4738009
92,河北省,唐山市,乐亭县胡家坨镇大黑坨村,蔬,瓜,黄瓜、甜瓜,https://baike.baidu.com/item/%E5%A4%A7%E9%BB%91%E5%9D%A8%E6%9D%91/22302896|https://baike.baidu.com/item/%E4%B9%90%E4%BA%AD%E7%94%9C%E7%93%9C/16842607
93,河北省,唐山市,乐亭县中堡镇,蔬,果菜,青健设施果菜,https://baike.baidu.com/item/%E4%B8%AD%E5%A0%A1%E9%95%87/24218702|https://baike.baidu.com/item/%E4%B9%90%E4%BA%AD%E5%8E%BF%E9%87%91%E7%94%B0%E6%9E%9C%E8%8F%9C%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/52226224?fr=aladdin
94,河北省,秦皇岛市,山海关区石河镇,果,樱桃,贡仙樱桃,https://baike.baidu.com/item/%E7%9F%B3%E6%B2%B3%E9%95%87/12585|https://baike.baidu.com/item/%E5%B1%B1%E6%B5%B7%E5%85%B3%E5%A4%A7%E6%A8%B1%E6%A1%83/61829450
